(46.000000,10.000000,15.000000),(0.708890,-0.234498,-0.511555,-0.425202),(19,13),(0,0),(0,0)
(48.000000,9.000000,15.000000),(0.662201,-0.267908,-0.520876,-0.467338),(20,13),(0,0),(0,0)
(53.000000,9.000000,25.000000),(0.628348,-0.385154,-0.432550,-0.519360),(20,14),(0,0),(0,0)
(50.000000,14.000000,23.000000),(0.662446,-0.241023,-0.453703,-0.545185),(20,15),(0,0),(0,0)
(60.000000,18.000000,26.000000),(0.720678,-0.078459,-0.420110,-0.545871),(20,16),(0,0),(0,0)
(58.000000,22.000000,22.000000),(0.682252,-0.078436,-0.426555,-0.588583),(20,17),(0,0),(0,0)
(51.000000,26.000000,18.000000),(0.631368,-0.244813,-0.428652,-0.598079),(20,18),(0,0),(0,0)
(60.000000,20.000000,22.000000),(0.662572,-0.286493,-0.217633,-0.656929),(20,19),(0,0),(0,0)
(50.000000,24.000000,26.000000),(0.639367,-0.407816,-0.109499,-0.642577),(20,20),(0,0),(0,0)
(56.000000,18.000000,34.000000),(0.552655,-0.393508,0.047167,-0.733144),(20,21),(0,0),(0,0)
(57.000000,24.000000,28.000000),(0.532599,-0.222584,0.007150,-0.816544),(20,22),(0,0),(0,0)
(59.000000,26.000000,22.000000),(0.518049,-0.324181,-0.084505,-0.787014),(20,23),(0,0),(0,0)
(66.000000,29.000000,12.000000),(0.491329,-0.465997,-0.095071,-0.729661),(20,24),(0,0),(0,0)
(73.000000,25.000000,12.000000),(0.422591,-0.603456,-0.035961,-0.675252),(20,25),(0,0),(0,0)
(73.000000,24.000000,13.000000),(0.467687,-0.694371,-0.070946,-0.542296),(20,26),(0,0),(0,0)
(71.000000,24.000000,13.000000),(0.431072,-0.648049,-0.056723,-0.625293),(20,27),(0,0),(0,0)
(78.000000,19.000000,13.000000),(0.437569,-0.746488,-0.078510,-0.495102),(20,28),(0,0),(0,0)
(55.000000,13.000000,27.000000),(0.329778,-0.854494,-0.077791,-0.393745),(20,29),(0,0),(0,0)
(56.000000,9.000000,36.000000),(0.290336,-0.823518,0.019610,-0.486970),(21,29),(0,0),(0,0)
(50.000000,9.000000,37.000000),(0.378447,-0.863634,-0.002458,-0.333028),(22,29),(0,0),(0,0)
(45.000000,15.000000,43.000000),(0.406588,-0.875627,-0.046902,-0.256446),(23,29),(0,0),(0,0)
(46.000000,9.000000,40.000000),(0.407344,-0.872573,-0.166385,-0.212140),(24,29),(0,0),(0,0)
(40.000000,12.000000,41.000000),(0.324172,-0.874640,-0.060066,-0.355400),(25,29),(0,0),(0,0)
(43.000000,16.000000,47.000000),(0.446177,-0.853574,-0.064268,-0.261166),(26,29),(0,0),(0,0)
(37.000000,13.000000,37.000000),(0.526920,-0.818625,-0.121806,-0.193320),(27,29),(0,0),(0,0)
(29.000000,13.000000,29.000000),(0.574890,-0.754344,-0.154541,-0.276737),(28,29),(0,0),(0,0)
(24.000000,13.000000,30.000000),(0.486542,-0.803027,-0.089840,-0.332194),(29,29),(0,0),(0,0)
(14.000000,14.000000,29.000000),(0.461086,-0.807432,-0.061186,-0.362919),(30,29),(0,0),(0,0)
(12.000000,9.000000,32.000000),(0.543236,-0.755019,-0.183851,-0.317868),(31,29),(0,0),(0,0)
(21.000000,13.000000,34.000000),(0.407419,-0.813605,-0.199216,-0.363825),(32,29),(0,0),(0,0)
(23.000000,13.000000,25.000000),(0.351535,-0.884938,-0.158053,-0.261396),(33,29),(0,0),(0,0)
(13.000000,17.000000,27.000000),(0.244240,-0.879455,-0.181250,-0.366136),(34,29),(0,0),(0,0)
(23.000000,16.000000,36.000000),(0.282312,-0.827342,-0.228239,-0.428617),(35,29),(0,0),(0,0)
(18.000000,14.000000,39.000000),(0.208746,-0.764074,-0.205909,-0.574645),(36,29),(0,0),(0,0)
(25.000000,19.000000,46.000000),(0.265105,-0.702269,-0.243568,-0.614177),(37,29),(0,0),(0,0)
(33.000000,17.000000,48.000000),(0.328863,-0.596848,-0.380833,-0.624970),(38,29),(0,0),(0,0)
(34.000000,20.000000,38.000000),(0.362627,-0.484625,-0.485948,-0.630472),(39,29),(0,0),(0,0)
(44.000000,17.000000,42.000000),(0.194124,-0.552384,-0.514987,-0.626080),(40,29),(0,0),(0,0)
(36.000000,20.000000,46.000000),(0.250517,-0.547222,-0.615121,-0.509328),(41,29),(0,0),(0,0)
(36.000000,14.000000,55.000000),(0.135371,-0.566885,-0.699771,-0.413082),(42,29),(0,0),(0,0)
(33.000000,10.000000,57.000000),(0.074582,-0.542873,-0.766971,-0.333890),(43,29),(0,0),(0,0)
(31.000000,16.000000,49.000000),(-0.071933,-0.510165,-0.789639,-0.333208),(44,29),(0,0),(0,0)
(35.000000,11.000000,45.000000),(-0.064990,-0.443517,-0.852117,-0.270122),(45,29),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(3.000000,52.000000,125.000000),(0.984817,-0.171883,-0.017188,-0.017188),(2,0),(0,0),(0,0)
(5.000000,50.000000,134.000000),(0.956472,-0.273979,-0.100401,-0.003952),(3,0),(0,0),(0,0)
(8.000000,49.000000,131.000000),(0.964680,-0.250353,-0.031182,-0.075787),(4,0),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(3.000000,52.000000,125.000000),(0.984817,-0.171883,-0.017188,-0.017188),(0,2),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(3.000000,52.000000,125.000000),(0.984817,-0.171883,-0.017188,-0.017188),(2,0),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(3.000000,52.000000,125.000000),(0.984817,-0.171883,-0.017188,-0.017188),(2,0),(0,0),(0,0)
(5.000000,50.000000,134.000000),(0.956472,-0.273979,-0.100401,-0.003952),(3,0),(0,0),(0,0)
(-7.000000,51.000000,122.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(-31.000000,51.000000,177.000000),(0.984817,-0.171883,-0.017188,-0.017188),(2,0),(0,0),(0,0)
(37.000000,51.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(47.000000,52.000000,161.000000),(0.984817,-0.171883,-0.017188,-0.017188),(1,1),(0,0),(0,0)
(49.000000,50.000000,161.000000),(0.956472,-0.273979,-0.100401,-0.003952),(2,1),(0,0),(0,0)
(52.000000,49.000000,158.000000),(0.964680,-0.250353,-0.031182,-0.075787),(3,1),(0,0),(0,0)
(60.000000,45.000000,157.000000),(0.917051,-0.355283,-0.164100,-0.076567),(4,1),(0,0),(0,0)
(69.000000,45.000000,159.000000),(0.962617,-0.244858,-0.043418,-0.107366),(5,1),(0,0),(0,0)
(67.000000,42.000000,157.000000),(0.979449,-0.108832,-0.087055,-0.145799),(6,1),(0,0),(0,0)
(37.000000,55.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(11.000000,56.000000,161.000000),(0.984817,-0.171883,-0.017188,-0.017188),(2,0),(0,0),(0,0)
(13.000000,54.000000,161.000000),(0.956472,-0.273979,-0.100401,-0.003952),(3,0),(0,0),(0,0)
(16.000000,53.000000,158.000000),(0.964680,-0.250353,-0.031182,-0.075787),(4,0),(0,0),(0,0)
(24.000000,49.000000,157.000000),(0.917051,-0.355283,-0.164100,-0.076567),(5,0),(0,0),(0,0)
(33.000000,49.000000,159.000000),(0.962617,-0.244858,-0.043418,-0.107366),(6,0),(0,0),(0,0)
(31.000000,46.000000,157.000000),(0.979449,-0.108832,-0.087055,-0.145799),(7,0),(0,0),(0,0)
(26.000000,40.000000,151.000000),(0.954528,-0.051556,-0.221774,-0.192443),(8,0),(0,0),(0,0)
(27.000000,38.000000,153.000000),(0.883146,-0.162991,-0.348175,-0.268816),(9,0),(0,0),(0,0)
(25.000000,36.000000,154.000000),(0.814052,-0.300440,-0.430873,-0.247797),(10,0),(0,0),(0,0)
(18.000000,32.000000,152.000000),(0.761827,-0.449015,-0.385125,-0.263978),(11,0),(0,0),(0,0)
(18.000000,32.000000,156.000000),(0.683154,-0.565411,-0.363225,-0.285793),(12,0),(0,0),(0,0)
(18.000000,37.000000,153.000000),(0.636125,-0.607363,-0.399727,-0.258214),(13,0),(0,0),(0,0)
(22.000000,39.000000,153.000000),(0.587336,-0.594592,-0.484184,-0.258963),(14,0),(0,0),(0,0)
(24.000000,45.000000,158.000000),(0.453567,-0.676217,-0.517692,-0.262684),(15,0),(0,0),(0,0)
(17.000000,49.000000,158.000000),(0.543376,-0.646726,-0.498398,-0.195162),(16,0),(0,0),(0,0)
(25.000000,47.000000,162.000000),(0.526954,-0.703983,-0.368351,-0.301736),(17,0),(0,0),(0,0)
(26.000000,43.000000,162.000000),(0.429808,-0.760602,-0.289423,-0.391132),(18,0),(0,0),(0,0)
(35.000000,42.000000,155.000000),(0.468440,-0.712463,-0.221953,-0.472967),(19,0),(0,0),(0,0)
(30.000000,36.000000,147.000000),(0.354499,-0.782946,-0.264236,-0.437614),(20,0),(0,0),(0,0)
(32.000000,35.000000,139.000000),(0.400794,-0.690078,-0.281971,-0.532587),(21,0),(0,0),(0,0)
(37.000000,55.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(39.000000,53.000000,167.000000),(0.990837,-0.103760,-0.086467,0.000000),(1,1),(0,0),(0,0)
(47.000000,49.000000,166.000000),(0.952921,-0.201338,-0.224901,-0.028703),(2,1),(0,0),(0,0)
(45.000000,46.000000,164.000000),(0.964792,-0.056378,-0.253244,-0.043197),(2,2),(0,0),(0,0)
(46.000000,44.000000,166.000000),(0.898081,-0.143636,-0.396258,-0.125695),(3,2),(0,0),(0,0)
(39.000000,40.000000,164.000000),(0.863300,-0.303470,-0.379444,-0.136530),(4,2),(0,0),(0,0)
(39.000000,45.000000,161.000000),(0.823712,-0.342096,-0.433629,-0.128199),(5,2),(0,0),(0,0)
(37.000000,55.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(37.000000,55.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(0,1),(0,0),(0,0)
(47.000000,56.000000,161.000000),(0.984817,-0.171883,-0.017188,-0.017188),(0,2),(0,0),(0,0)
(37.000000,55.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(37.000000,55.000000,158.000000),(1.000000,0.000000,0.000000,0.000000),(1,0),(0,0),(0,0)
(47.000000,56.000000,161.000000),(0.984817,-0.171883,-0.017188,-0.017188),(2,0),(0,0),(0,0)
(49.000000,54.000000,161.000000),(0.956472,-0.273979,-0.100401,-0.003952),(3,0),(0,0),(0,0)
